GI - Code,Barangay,Classification,GI - Date,GI - Interviewer,"GI - Remarks (Small, Medium, Large, Residential)",GI - Business Name/Residential Name/Contact number,GI - Business Location/Address,GI - Type of Business,GI - No. of Employees,GI - Operating Hours - Start,GI - Operating Hours - End,CWSU-1 - Usage - Specify,GI - Members,CWSU-1 - Usage - Drinking,CWSU-1 - Usage - Food preparation,CWSU-1 - Usage - Cleaning & Sanitation,CWSU-1 - Usage - Manufacturing/Production,CWSU-1 - Usage - Landscaping/Irrigation,CWSU-1 - Usage - Others,CWSU-2 - Treatment,CWSU-3 - Current Sources - Tap Water (Water District etc.),CWSU-3 - Current Sources - Deep Well (owned),CWSU-3 - Current Sources - Truck Delivery Services (5 m3),CWSU-3 - Current Sources - Bottled water (5 gallons),CWSU-3 - Current Sources - Others,"CWSU-3 - Current Sources - (If others, please specify)",CWSU-4 - Primary Drinking Source - Tap Water (Water District etc.),CWSU-4 - Primary Drinking Source - Deep Well (owned),CWSU-4 - Primary Drinking Source - Truck Delivery Services (5 m3),CWSU-4 - Primary Drinking Source - Bottled water (5 gallons),CWSU-4 - Primary Drinking Source - Others,"CWSU-4 - Primary Drinking Source - (If others, please specify)",CWSU-4 - Primary Drinking Source - gals,CWSU-5 - Ave Demand (in cbm),CWSU-6 - Actual Use (m3 / gal) - Tap Water (Water District etc.),CWSU-6 - Actual Use (m3 / gal) - Deep Well (owned),CWSU-6 - Actual Use (m3 / gal) - Truck Delivery Services (5 m3),CWSU-6 - Actual Use (m3 / gal) - Bottled water (5 gallons),CWSU-6 - Actual Use (m3 / gal) - Others (gallons),CWSU-7 - Peak Month - Start,CWSU-7 - Peak Month - End,"CWSU-8 - Monthly Costs - Less than PhP 1,000","CWSU-8 - Monthly Costs - PhP 1,000 - PhP 3,000","CWSU-8 - Monthly Costs - PhP 3,000 - PhP 5,000","CWSU-8 - Monthly Costs - PhP 5,000 - PhP 10,000","CWSU-8 - Monthly Costs - PhP 10,000 and above",CWSU-8 - Monthly Costs - Water Bottles,CWSU-8 - Monthly Costs - Truck Delivery,CWSU-8 - Monthly Costs - Others:,"CWSU-8 - Monthly Costs - If others, input here",CWSU-9 - Issues (Tap Water) - Yes,CWSU-9 - Issues (Tap Water) - No,CWSU-9 - Issues (Tap Water) - N/A,CWSU-9 - Issues (Tap Water) - Supply interruption,CWSU-9 - Issues (Tap Water) - Salinity,CWSU-9 - Issues (Tap Water) - Taste,CWSU-9 - Issues (Tap Water) - Smell,CWSU-9 - Issues (Tap Water) - Turbidity,CWSU-9 - Issues (Tap Water) - Costs,CWSU-9 - Issues (Tap Water) - Others,"CWSU-9 - Issues (Tap Water) - If others, input here",CWSU-10 - Issues (Deep Well) - Yes,CWSU-10 - Issues (Deep Well) - No,CWSU-10 - Issues (Deep Well) - N/A,CWSU-10 - Issues (Deep Well) - Supply interruption,CWSU-10 - Issues (Deep Well) - Salinity,CWSU-10 - Issues (Deep Well) - Taste,CWSU-10 - Issues (Deep Well) - Smell,CWSU-10 - Issues (Deep Well) - Turbidity,CWSU-10 - Issues (Deep Well) - Costs,CWSU-10 - Issues (Deep Well) - Others,"CWSU-10 - Issues (Deep Well) - If others, input here",CWSU-11 - Issues (Truck Water) - Yes,CWSU-11 - Issues (Truck Water) - No,CWSU-11 - Issues (Truck Water) - N/A,CWSU-11 - Issues (Truck Water) - Supply interruption,CWSU-11 - Issues (Truck Water) - Salinity,CWSU-11 - Issues (Truck Water) - Taste,CWSU-11 - Issues (Truck Water) - Smell,CWSU-11 - Issues (Truck Water) - Turbidity,CWSU-11 - Issues (Truck Water) - Costs,CWSU-11 - Issues (Truck Water) - Others,"CWSU-11 - Issues (Truck Water) - If others, input here",CWSU-12 - Issues (Bottled Water) - Yes,CWSU-12 - Issues (Bottled Water) - No,CWSU-12 - Issues (Bottled Water) - N/A,"CWSU-12 - Issues (Bottled Water) - If yes, select all that apply",CWSU-12 - Issues (Bottled Water) - Supply interruption,CWSU-12 - Issues (Bottled Water) - Salinity,CWSU-12 - Issues (Bottled Water) - Taste,CWSU-12 - Issues (Bottled Water) - Smell,CWSU-12 - Issues (Bottled Water) - Turbidity,CWSU-12 - Issues (Bottled Water) - Costs,CWSU-12 - Issues (Bottled Water) - Others,"CWSU-12 - Issues (Bottled Water) - If others, input here",CWSU-13 - Interruptions (days) - We have continuous water supply everyday,CWSU-13 - Interruptions (days) - Once a week,CWSU-13 - Interruptions (days) - Twice a week,CWSU-13 - Interruptions (days) - Thrice a week,CWSU-13 - Interruptions (days) - Others,CWSU-13 - Interruptions (days) - How many hours per day do you experience water interruption?,AWTP-14 - Factors affecting Alt Sources - Cost-effectiveness,AWTP-14 - Factors affecting Alt Sources - Reliability (consistent supply),AWTP-14 - Factors affecting Alt Sources - Water Quality (Clean and safe),AWTP-14 - Factors affecting Alt Sources - Costumer service and maintenance support,AWTP-14 - Factors affecting Alt Sources - Others,"AWTP-14 - Factors affecting Alt Sources - If others, input here",AWTP-15 - Desalination Awareness - Yes,AWTP-15 - Desalination Awareness - No,AWTP-16 - Desalinated Willingness - Yes,AWTP-16 - Desalinated Willingness - No,AWTP-17 - Desalinated Premium Pay - Yes,AWTP-17 - Desalinated Premium Pay - No,AWTP-17 - Desalinated Premium Pay - Depends on the cost difference,"AWTP-17 - Desalinated Premium Pay - If yes, in what payment structure",AWTP-17 - Desalinated Premium Pay - Fixed tariff,AWTP-17 - Desalinated Premium Pay - Tiered pricing,AWTP-17 - Desalinated Premium Pay - Pay per use,AWTP-17 - Desalinated Premium Pay - Seasonal,AWTP - Max Price - Commercial - 160,AWTP - Max Price - Commercial - 200,AWTP - Max Price - Commercial - 100,AWTP-19 - Max Price - Commercial - Others,AWTP-19 - Max Price - Residential - 50,AWTP-19 - Max Price - Residential - 80,AWTP-19 - Max Price - Residential - 100,AWTP-19 - Max Price - Residential - Others,AWTP-20 - Budget - < 3000,AWTP-20 - Budget - 3000 - 6000,AWTP-20 - Budget - 6000 - 9000,AWTP-20 - Budget - 9000 - 15000,AWTP-20 - Budget - Others,AWTP-21 - Concerns,WTP_Comm,WTP_Resi,Desalination Awareness,Desalinated Willingness,Desalinated Premium Pay,Max Price (Commercial),Max Price (Residential),Budget,AWTP-20 - Budget - Others_numeric
BIII-1R,BARANGAY III,Residential,7/6/25,Shiela Mae Gonzales,Residential,Ian Orland,0,0,0,0,0,0,7.0,1,0,0,0,0.0,0,0,0,0,1.0,0,0.0,0,0,0,0,1,0.0,0,0.0,0,0.0,0.0,0.0,32.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no water nawasa,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.0,0,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,50.0,1,1,2,160.0,50.0,1500.0,0.0
BIII-2R,BARANGAY III,Residential,10/6/25,Shiela Mae Gonzales,Residential,Danilo Rivera,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,1,0,0.0,0,0.0,0,0,0,0,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0
BIII-3R,BARANGAY III,Residential,7/6/25,Shiela Mae Gonzales,Residential,Marcelo Cruz,0,0,0,0,0,0,3.0,1,1,1,0,0.0,0,0,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,25.0,10.0,0.0,10.0,0.0,93.0,0.0,December,June,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,FALSE,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0.0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,50.0,1,1,1,160.0,50.0,1500.0,0.0
BIII-4R,BARANGAY III,Residential,9/6/25,Shiela Mae Gonzales,Residential,Labayog virginia,0,0,0,0,0,0,0.0,1,1,1,0,0.0,0,0,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,20.0,0,0.0,0.0,0.0,0.0,0.0,March,April,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0.0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,100.0,100.0,1,1,1,100.0,100.0,1500.0,0.0
BIII-5R,BARANGAY III,Residential,9/6/25,Shiela Mae Gonzales,Residential,Arnel Valdez,0,0,0,0,0,0,0.0,1,1,1,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,0.0,0,0.0,0.0,0.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,50.0,1,1,2,0.0,50.0,1500.0,0.0
BIII-6R,BARANGAY III,Residential,7/6/25,Shiela Mae Gonzales,Residential,Perlie Orodio,0,0,0,0,0,0,4.0,1,1,1,0,0.0,0,0,0,1,0.0,1,0.0,0,0,1,0,1,0.0,0,20.0,10.0,0.0,10.0,0.0,30.0,0.0,December,June,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,FALSE,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0.0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,50.0,1,1,1,160.0,50.0,1500.0,0.0
BIII-7R,BARANGAY III,Residential,9/6/25,Shiela Mae Gonzales,Residential,Anthony Dehaves,0,0,0,0,0,0,0.0,0,1,1,0,0.0,0,0,0,1,0.0,1,0.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,FALSE,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,2,160.0,0.0,1500.0,0.0
BIII-9R,BARANGAY III,Residential,10/6/25,Shiela Mae Gonzales,Residential,Ermito Obillo,0,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,0,0.0,1,0.0,0,0,0,0,1,0.0,0,8.0,0,0.0,0.0,0.0,280.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0
BIII-10R,BARANGAY III,Residential,7/6/25,Shiela Mae Gonzales,Residential,Julie anne demalata,163 burgos street,0,0,0,0,0,6.0,1,0,0,0,1.0,0,0,0,1,0.0,0,0.0,0,0,0,1,0,0.0,0,8.0,0,0.0,0.0,0.0,0.0,0.0,December,December,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,50.0,1,1,2,0.0,50.0,1500.0,0.0
BIV-1R,BARANGAY IV,Residential,7/6/25,0,0,JBTABALIWA,"BARANGAY IV , SFC L.U",0,0,0,0,0,3.0,1,1,1,0,0.0,0,0,1,1,0.0,1,0.0,0,0,0,0,1,0.0,0,125.0,6.875,0.0,0.0,0.0,27.5,0.0,June,August,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0.0,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,200.0,100.0,1,1,1,200.0,100.0,1500.0,0.0
BIV-2R,BARANGAY IV,Residential,7/6/25,0,0,ROBIN ANDRADA,"BARANGAY IV , SFC L.U",0,0,0,0,0,5.0,1,1,1,0,0.0,0,1,0,1,0.0,1,0.0,0,0,0,0,1,1.0,0,77.5,0,0.0,0.0,0.0,15.5,0.0,February,June,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0
BIV-3R,BARANGAY IV,Residential,7/6/25,0,0,JHEOPER PENALOI,"BARANGAY IV , SFC L.U",0,0,0,0,0,5.0,1,0,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,150.0,7.5,0.0,0.0,0.0,30.0,0.0,February,June,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,FALSE,1,MAPUTIK,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVERYDAY,0,1,1,0,0,0,1,0,0,1,1,0,0,0.0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0.0,100.0,1,1,1,0.0,100.0,1500.0,0.0
BIV-4R,BARANGAY IV,Residential,7/6/25,0,0,MARIE CLAIRE MALLARE,"BARANGAY IV , SFC L.U",0,0,0,0,0,3.0,1,0,1,0,0.0,0,1,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,72.5,3.75,0.0,6.4,0.0,15.0,0.0,February,June,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,1,0,0,0,0,0,1,0,0,1,MADUMI/MAPUTIK,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB-JUNE DUE TO ROAD CONSTRUCTION,0,0,1,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0.0,100.0,1,1,1,0.0,100.0,1500.0,0.0
BIV-5R,BARANGAY IV,Residential,7/6/25,0,0,AUTINE KAE LAPITAN,"BARANGAY IV , SFC L.U",0,0,0,0,0,3.0,1,1,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,275.0,0,0.0,0.0,0.0,55.0,0.0,December,December,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,WALA,0.0,100.0,1,1,1,0.0,100.0,1500.0,0.0
BIV-6R,BARANGAY IV,Residential,7/6/25,0,0,MELUC JOY ORIERO,"BARANGAY IV , SFC L.U",0,0,0,0,0,4.0,1,1,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0
BIV-7R,BARANGAY IV,Residential,7/6/25,0,0,ROANNE MUNAR,"BARANGAY IV , SFC L.U",0,0,0,0,0,5.0,1,1,1,0,0.0,0,0,0,1,0.0,1,0.0,0,0,1,0,1,0.0,0,18.0,4.5,0.0,0.0,0.0,20.0,0.0,February,April,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,FALSE,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0.0,0,1,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0.0,100.0,1,1,1,0.0,100.0,1500.0,0.0
BIV-8R,BARANGAY IV,Residential,7/6/25,0,0,DANIEL ISLIP,"BARANGAY IV , SFC L.U",0,0,0,0,0,4.0,1,1,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,75.0,3.0,0.0,0.0,0.0,15.0,0.0,June,June,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVERYDAY,1,1,0,0,0,0,0,1,0,1,0,1,1,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,50.0,1,1,2,0.0,50.0,1500.0,0.0
BIV-9R,BARANGAY IV,Residential,7/6/25,0,0,JUDITH BUGAYONG,"BARANGAY IV , SFC L.U",0,0,0,0,0,3.0,1,1,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,500.0,27.5,0.0,0.0,0.0,0.0,0.0,February,July,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,0,0,1,1,0,0,1,0,0,1,MABULA/MAPUTIK,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB-JUNE,0,1,1,0,0,0,0,1,0,1,1,0,0,0.0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,SANA DIRETSO,0.0,50.0,1,1,1,0.0,50.0,1500.0,0.0
BIV-10R,BARANGAY IV,Residential,7/6/25,0,0,ROSEVE LORENZANA,"BARANGAY IV , SFC L.U",0,0,0,0,0,4.0,1,1,1,0,0.0,0,1,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,60.0,32.5,0.0,0.0,0.0,0.0,0.0,February,June,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,FALSE,1,NAG YELLOW,1,0,0,0,0,0,1,0,0,1,NAG YELLOW,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB-JUNE,0,0,1,0,0,0,1,0,0,1,1,0,0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,100.0,1,1,1,0.0,100.0,0.0,0.0
CAT-1R,CATBANGEN,Residential,11/6/25,0,0,MARC KARGANILLA,CATBANGEN CSF LU,0,0,0,0,0,5.0,1,1,1,0,0.0,0,1,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,60.0,75.0,0.0,6.4,0.0,60.0,0.0,March,May,1,0,0,0,0,360,0,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No line,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,NO,200.0,80.0,1,1,1,200.0,80.0,1500.0,0.0
CAT-2R,CATBANGEN,Residential,11/6/25,0,0,TOPHER ABUAN,CATBANGEN CSF LU,0,0,0,0,0,3.0,1,1,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,40.0,16.5,0.0,6.4,0.0,40.0,0.0,March,May,1,0,0,0,0,240,0,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0.0,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,NO,160.0,50.0,1,1,1,160.0,50.0,1500.0,0.0
CAT-3,CATBANGEN,Residential,11/6/25,0,0,ROBIN ANCHETA,CATBANGEN CSF LU,0,0,0,0,0,4.0,1,1,1,0,0.0,0,1,1,1,0.0,1,0.0,0,0,0,0,1,0.0,0,75.0,65.0,166.6666667,20.0,0.0,75.0,0.0,March,May,0,1,0,0,0,450,0,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,NO,200.0,80.0,1,1,1,200.0,80.0,1500.0,0.0
CAT-4R,CATBANGEN,Residential,11/6/25,0,0,SAM ANDAYA,CATBANGEN CSF LU,0,0,0,0,0,4.0,1,1,1,0,0.0,0,1,1,1,0.0,1,0.0,0,0,0,0,1,0.0,0,80.0,80.0,166.6666667,6.4,0.0,80.0,0.0,March,March,0,1,0,0,0,480,0,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0.0,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,NO,160.0,50.0,1,1,1,160.0,50.0,1500.0,0.0
CAT-5R,CATBANGEN,Residential,11/6/25,0,0,JOSELITO VALDEZ,CATBANGEN CSF LU,0,0,0,0,0,2.0,1,1,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,30.0,13.5,0.0,6.4,0.0,30.0,0.0,0,0,1,0,0,0,0,180,0,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,NO,160.0,50.0,1,1,1,160.0,50.0,1500.0,0.0
CAT-6R,CATBANGEN,Residential,11/6/25,0,0,MEL PASCUA,CATBANGEN CSF LU,0,0,0,0,0,6.0,1,1,1,0,0.0,0,1,1,1,0.0,1,0.0,0,1,1,0,1,0.0,0,80.0,70.0,166.6666667,20.0,0.0,80.0,0.0,May,May,0,1,0,0,0,480,0,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,NO,160.0,50.0,1,1,1,160.0,50.0,1500.0,0.0
CAT-7,CATBANGEN,Residential,11/6/25,0,0,JOSH ESTEPA,CATBANGEN CSF LU,0,0,0,0,0,5.0,1,1,1,0,0.0,0,1,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,0.0,22.5,0.0,8.51715,0.0,50.0,0.0,March,May,1,0,0,0,0,300,0,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0.0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,NO,200.0,50.0,1,1,1,200.0,50.0,1500.0,0.0
CAT-8,CATBANGEN,Residential,11/6/25,0,0,AARON PAREL,CATBANGEN CSF LU,0,0,0,0,0,2.0,1,1,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,8.0,15.0,0.0,6.4,0.0,30.0,0.0,0,0,1,0,0,0,0,180,0,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.0,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,NO,160.0,50.0,1,1,1,160.0,50.0,1500.0,0.0
CAT-9,CATBANGEN,Residential,11/6/25,0,0,RODA SUBA,CATBANGEN CSF LU,0,0,0,0,0,5.0,1,1,1,0,0.0,0,0,0,1,0.0,0,0.0,0,0,1,0,1,0.0,0,16.0,30.0,0.0,11.3562,0.0,80.0,0.0,March,March,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,NO,200.0,80.0,1,1,1,200.0,80.0,1500.0,0.0
